"","pptnum","Title","Artist","memoryage","type","vivid","memvalence","memenergy","unique","important","social","emo","emoextra","corresponding","specific","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","track_id","key_name","mode_name","key_mode","Age"
"351",23,"...Baby One More Time","Britney Spears",10,2,6,3,3,3,3,3,"1,34,23,19,25","",1,1,0.759,0.699,0,-5.745,0,0.0307,0.202,0.000131,0.443,0.907,92.96,"3MjUtNVVq3C8Fn0MP3zhXa","C","minor","C minor",33
"352",24,"Call Me","Blondie",17,3,4,3,3,3,2,2,"9,36","",0,0,0.554,0.833,2,-6.667,0,0.0347,0.000646,0.0025,0.0737,0.773,142.673,"7HKxTNVlkHsfMLhigmhC0I","D","minor","D minor",60
"353",24,"Le Freak - 2018 Remaster","Chic",38,2,6,4,4,3,2,3,"4,16","",1,1,0.91,0.641,7,-11.316,1,0.0589,0.0258,6.42e-05,0.0642,0.903,118.533,"7Kszjzps0xbQXyo1pO4KfE","G","major","G major",60
"354",24,"Night Fever - From ""Saturday Night Fever"" Soundtrack","Bee Gees",15,2,3,3,4,2,1,3,"32","",1,1,0.722,0.541,1,-14.951,0,0.0282,0.0241,0.000785,0.0941,0.917,109.152,"33ALuUDfftTs2NEszyvJRm","C#","minor","C# minor",60
"355",24,"Tonight's the Night (Gonna Be Alright)","Rod Stewart",16,3,5,3,3,3,2,4,"25,8,6","",0,0,0.517,0.717,11,-7.786,1,0.0541,0.425,7.33e-05,0.164,0.767,136.731,"4h0Mdpmg9VXarbLIGPqJUs","B","major","B major",60
"356",24,"December, 1963 (Oh, What a Night)","The Four Seasons",20,3,2,3,2,3,2,2,"25,8,9,21,6","",0,0,0.725,0.586,1,-9.545,1,0.0256,0.065,1.26e-05,0.0387,0.964,104.411,"1I3BEi02adBy0qmxKpIViM","C#","major","C# major",60
"357",24,"Bad, Bad Leroy Brown","Jim Croce",40,3,5,5,4,3,2,1,"4","",0,0,0.559,0.615,5,-12.27,1,0.0473,0.283,0,0.0957,0.68,87.601,"12UzVR0M7asW2MHAZRJk0I","F","major","F major",60
"358",24,"Without You","Harry Nilsson",16,3,5,3,3,2,1,4,"19,32,8,6","",0,0,0.526,0.509,7,-10.893,1,0.0628,0.6,0,0.144,0.497,138.318,"2QgWuCtBpNIpl5trmKCxRf","G","major","G major",60
"359",25,"This Love","Maroon 5",20,3,7,5,3,1,4,1,"34,26,19","Happiness",1,0,0.712,0.862,5,-4.612,0,0.0378,0.0525,0,0.093,0.809,95.051,"6YgV0EF8xJMZz0Zm6BTaT4","F","minor","F minor",38
"360",25,"Crazy In Love (feat. Jay-Z)","Beyonc��featuring�Jay-Z",34,2,7,5,5,5,3,5,"2,4,26","Love",1,1,0.646,0.77,2,-6.596,0,0.226,0.00249,0,0.0715,0.681,99.165,"5IVuqXILoxVWvWEPm82Jxr","D","minor","D minor",38
"361",25,"The Boy Is Mine","Brandy�and�Monica",11,3,6,4,3,1,3,1,"23","",1,0,0.704,0.707,1,-6.537,0,0.0391,0.539,0.00106,0.318,0.761,93.145,"6sHsXIJoEN5JpdkGMQDJxt","C#","minor","C# minor",38
"362",25,"Un-Break My Heart","Toni Braxton",11,2,7,1,5,3,3,5,"26,8,22,20,6","Embarassment!",1,1,0.625,0.426,2,-8.4,0,0.0271,0.412,0,0.116,0.112,110.021,"5Ihd9HrPvOADyVoonH9ZjB","D","minor","D minor",38
"363",25,"One Sweet Day","Mariah Carey�and�Boyz II Men",10,3,3,3,3,1,2,1,"3,4,23","",0,0,0.568,0.495,1,-8.964,1,0.0299,0.353,0,0.0839,0.303,128.234,"7ySbfLwdCwl1EM0zNCJZ38","C#","major","C# major",38
"364",25,"Waterfalls","TLC",10,3,6,4,3,1,3,1,"23","",1,0,0.769,0.505,1,-7.345,1,0.0829,0.311,7.49e-05,0.0777,0.757,171.804,"6qspW4YKycviDFjHBOaqUY","C#","major","C# major",38
"365",26,"Old Town Road (feat. Billy Ray Cyrus) - Remix","Lil Nas X�featuring�Billy Ray Cyrus",19,2,6,4,4,2,3,5,"3,24,4,34,26,19,12","",1,1,0.878,0.619,6,-5.56,1,0.102,0.0533,0,0.113,0.639,136.041,"6u7jPi22kF8CTQ3rb9DHE7","F#","major","F# major",23
"366",26,"Work","Rihanna�featuring�Drake",18,1,6,5,4,2,4,5,"24,4,19,36","Fascinated",1,0,0.725,0.534,11,-6.238,1,0.0946,0.0752,0,0.0919,0.558,91.974,"32lmL4vQAAotg6MrJnhlQZ","B","major","B major",23
"367",26,"Trap Queen","Fetty Wap",16,3,3,3,2,2,1,4,"4,25,8","",1,0,0.746,0.873,7,-3.803,1,0.128,0.0244,0,0.354,0.817,148.075,"4AtfPLLTc3Pi1eP6mXGej8","G","major","G major",23
"368",26,"Counting Stars","OneRepublic",16,3,2,4,4,2,4,4,"25","",1,0,0.663,0.705,1,-4.972,0,0.0385,0.0654,0,0.117,0.477,122.014,"1QzFhzIOW7CyRJLpmq5CM0","C#","minor","C# minor",23
"369",26,"Thrift Shop (feat. Wanz)","Macklemore & Ryan Lewis�featuring�Wanz",14,2,4,2,3,2,2,5,"18,8,11,21,12,33,14","",1,1,0.781,0.526,6,-6.985,0,0.293,0.0619,0,0.0457,0.662,94.992,"4YMqbFcDIFiCBd02PzUBcM","F#","minor","F# minor",23
"370",26,"E.T.","Katy Perry�featuring�Kanye West",13,3,7,5,4,4,5,1,"3,2,23,32,35,8,21,27","",1,0,0.62,0.869,1,-5.252,1,0.175,0.0181,0,0.369,0.76,151.684,"36ux3YuUsGTWPT8fXclS45","C#","major","C# major",23
"371",26,"Need You Now","Lady Antebellum",13,2,3,3,2,1,1,4,"3,4,23","",0,1,0.587,0.622,4,-5.535,1,0.0303,0.0927,0.000636,0.2,0.231,107.943,"11EX5yhxr9Ihl3IN1asrfK","E","major","E major",23
"372",26,"Just Dance","Lady Gaga�featuring�Colby O'Donis",15,2,7,5,5,3,4,4,"1,7,3,24,2,4,26,23,19,25,6","",1,1,0.822,0.739,1,-4.541,0,0.0311,0.0264,4.26e-05,0.181,0.745,118.992,"3QuEpyj4kTRWiWuckd1hcK","C#","minor","C# minor",23
"373",27,"Ignition - Remix","R. Kelly",17,3,4,4,4,2,1,4,"4,23","",1,0,0.778,0.549,1,-6.144,1,0.0473,0.0549,0,0.0724,0.802,133.041,"3zSCNTXI7Ed0PiidZVmzIe","C#","major","C# major",37
"374",27,"Candle In The Wind 1997","Elton John",10,2,5,1,3,5,2,1,"33,37","",1,1,0.45,0.311,4,-8.175,1,0.0314,0.977,0.00713,0.167,0.367,125.648,"3DUcaEvPO72PijivCjtZcU","E","major","E major",37
"375",28,"No Scrubs","TLC",17,3,5,5,4,4,4,3,"23","",1,0,0.743,0.675,8,-4.267,0,0.0953,0.0251,0.000717,0.0685,0.59,92.909,"1KGi9sZVMeszgZOWivFpxs","G#","minor","G# minor",42
"376",28,"How Do I Live","LeAnn Rimes",15,2,5,3,2,2,2,4,"25","",0,1,0.577,0.462,2,-7.989,1,0.0279,0.128,0,0.0822,0.258,128.303,"7BD50ATrF3Vab5FQy7vtK8","D","major","D major",42
"377",28,"Candle In The Wind 1997","Elton John",16,2,7,1,3,3,2,2,"33","",1,1,0.45,0.311,4,-8.175,1,0.0314,0.977,0.00713,0.167,0.367,125.648,"3DUcaEvPO72PijivCjtZcU","E","major","E major",42
"378",28,"Waterfalls","TLC",18,3,6,5,4,3,4,5,"25","",1,0,0.769,0.505,1,-7.345,1,0.0829,0.311,7.49e-05,0.0777,0.757,171.804,"6qspW4YKycviDFjHBOaqUY","C#","major","C# major",42
"379",29,"Foolish","Ashanti",16,3,5,4,3,2,2,2,"25","",0,0,0.665,0.695,0,-5.763,1,0.0532,0.347,0,0.106,0.707,90.119,"6zMUIb4uce1CzpbjR3vMdN","C","major","C major",40
"380",29,"I'm Real - Murder Remix","Jennifer Lopez�featuring�Ja Rule",17,3,4,4,4,4,3,3,"25","",0,0,0.701,0.601,11,-7.678,0,0.153,0.197,0,0.0649,0.564,83.433,"7rOIWUhSfjWh4E7443PYE8","B","minor","B minor",40
"381",29,"Maria Maria - Radio Mix","Santana�featuring�The Product G&B",15,4,5,4,4,3,4,4,"19,25","",0,0,0.778,0.632,2,-5.314,1,0.113,0.0471,0.00336,0.0403,0.657,97.923,"6mowJOVCvHAfAR5gqMBd2Z","D","major","D major",40
"382",29,"How Do I Live","LeAnn Rimes",15,3,5,3,4,2,2,2,"25","",0,0,0.577,0.462,2,-7.989,1,0.0279,0.128,0,0.0822,0.258,128.303,"7BD50ATrF3Vab5FQy7vtK8","D","major","D major",40
"383",29,"Macarena - Bayside Boys Remix","Los del R�o",12,2,5,4,4,3,4,4,"34,25","",0,1,0.741,0.868,1,-8.589,1,0.0527,0.249,2.19e-06,0.0945,0.947,103.201,"7obdw7ZGr6l1GqSBkFiY11","C#","major","C# major",40
"384",29,"Gangsta's Paradise","Coolio�featuring�L.V.",13,3,5,4,4,4,3,3,"9","",0,0,0.647,0.514,8,-10.05,1,0.0593,0.0655,0,0.398,0.387,79.974,"7lQWRAjyhTpCWFC0jmclT4","G#","major","G# major",40
"385",30,"Call Me Maybe","Carly Rae Jepsen",27,4,3,4,3,1,1,3,"25","",1,0,0.783,0.58,7,-6.548,1,0.0408,0.0114,2.28e-06,0.108,0.66,120.021,"20I6sIOMTCkB6w7ryavxtO","G","major","G major",30
"386",30,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)","Pitbull�featuring�Ne-Yo,�Afrojack�and�Nayer",20,3,5,5,4,1,3,5,"24,19","",1,0,0.671,0.939,8,-3.206,1,0.161,0.191,0,0.298,0.53,129.024,"4QNpBfC0zvjKqPJcyqBy9W","G#","major","G# major",30
"387",30,"TiK ToK","Kesha",20,3,5,5,4,2,2,5,"19","",1,0,0.755,0.837,2,-2.718,0,0.142,0.0991,0,0.289,0.714,120.028,"0HPD5WQqrq7wPWR7P7Dw1i","D","minor","D minor",30
"388",30,"Apologize","OneRepublic",18,3,2,2,3,1,2,1,"33","",1,0,0.654,0.582,8,-6.048,1,0.0283,0.0358,0,0.0925,0.118,118.014,"68U7CGrUcsJQ9PcBxk7oxB","G#","major","G# major",30
"389",30,"Buy U a Drank (Shawty Snappin') (feat. Yung Joc)","T-Pain�featuring�Yung Joc",18,4,5,5,4,1,2,5,"19,25","",1,0,0.451,0.55,1,-8.137,1,0.262,0.0108,0,0.0737,0.594,80.001,"2aIdVb8v9KTpEZnftkz2mD","C#","major","C# major",30
"390",30,"Temperature","Sean Paul",18,3,4,5,4,1,1,4,"24,25","",1,0,0.951,0.6,0,-4.675,0,0.0685,0.106,0,0.0712,0.822,125.04,"0k2GOhqsrxDTAbFFSdNJjT","C","minor","C minor",30
"391",30,"Burn","Usher",16,3,5,3,3,2,2,1,"10,25","",1,0,0.796,0.477,1,-7.161,1,0.108,0.314,0,0.12,0.685,119.928,"7z3N2W7Xz1t2G2sAO8wFVH","C#","major","C# major",30
"392",30,"Get Busy","Sean Paul",21,3,4,5,4,2,2,5,"23,25","",1,0,0.735,0.824,10,-4.143,0,0.036,0.615,0,0.158,0.726,100.202,"5qTvkDrSfvwDv6RBjjcfQr","A#","minor","A# minor",30
"393",30,"Foolish","Ashanti",16,3,5,4,3,1,2,3,"25","",1,0,0.665,0.695,0,-5.763,1,0.0532,0.347,0,0.106,0.707,90.119,"6zMUIb4uce1CzpbjR3vMdN","C","major","C major",30
"394",31,"The Boy Is Mine","Brandy�and�Monica",35,4,2,3,3,1,1,1,"33","",0,0,0.704,0.707,1,-6.537,0,0.0391,0.539,0.00106,0.318,0.761,93.145,"6sHsXIJoEN5JpdkGMQDJxt","C#","minor","C# minor",44
"395",31,"Kiss from a Rose","Seal",16,4,2,4,3,2,2,2,"24,25","",0,0,0.584,0.533,10,-7.11,0,0.0305,0.684,0,0.306,0.224,131.745,"0z5E34e7ZT3XKMYQNXh6tH","A#","minor","A# minor",44
"396",31,"The Sign","Ace of Base",16,2,7,5,5,5,5,5,"24,19,25","",1,1,0.808,0.786,4,-6.897,0,0.0447,0.00928,0.0701,0.0574,0.899,96.987,"0hrBpAOgrt8RXigk83LLNE","E","minor","E minor",44
"397",31,"(I Can't Help) Falling In Love With You","UB40",20,4,1,4,2,1,1,1,"25","",0,0,0.637,0.837,2,-8.605,1,0.0363,0.0393,0.00294,0.139,0.825,172.455,"7aR1QwbQa26sjDXiVMLik4","D","major","D major",44
"398",31,"Baby Got Back","Sir Mix-a-Lot",20,3,6,5,5,2,2,1,"4,23","",1,0,0.933,0.664,1,-11.281,1,0.311,0.00471,0,0.0908,0.616,128.467,"7MCNnnmwm7TXMh7xyNGohi","C#","major","C# major",44
"399",31,"(Everything I Do) I Do It For You","Bryan Adams",13,3,6,5,5,2,3,2,"19","",1,0,0.526,0.365,1,-12.605,1,0.028,0.0775,1.35e-05,0.0618,0.253,131.253,"6eBK3edMW7bEzecF1eCezc","C#","major","C# major",44
"400",31,"Vogue","Madonna",18,3,5,4,5,3,2,5,"24,4,19,25","",1,0,0.748,0.84,6,-7.701,1,0.0421,0.00348,0.00647,0.44,0.304,115.997,"7j5TIXPi0cCbSSqItmbyZy","F#","major","F# major",44
"401",32,"I Will Always Love You","Whitney Houston",17,2,5,4,3,3,2,3,"34,25","",1,1,0.332,0.214,4,-12.518,1,0.0349,0.845,5.62e-06,0.0839,0.11,67.531,"4eHbdreAnSOrDDsFfc4Fpm","E","major","E major",48
"402",32,"Need You Tonight","INXS",16,2,6,4,5,5,3,5,"24,19,25","",1,1,0.801,0.723,10,-4.985,0,0.0689,0.0713,0.154,0.0675,0.883,109.03,"5eU8qMd0TpaLqTGDZJaLDs","A#","minor","A# minor",48
"403",33,"Hanging By A Moment","Lifehouse",20,2,5,5,4,4,3,5,"24,23,19","",1,1,0.541,0.864,1,-4.915,1,0.0357,0.00118,0,0.0896,0.435,124.557,"0wqOReZDnrefefEsrIGeR4","C#","major","C# major",36
"404",33,"Kiss Me","Sixpence None the Richer",26,2,5,4,3,3,2,4,"23,10","",1,1,0.526,0.749,3,-6.964,1,0.0283,0.023,1.76e-06,0.0692,0.421,99.982,"754kgU5rWscRTfvlsuEwFp","D#","major","D# major",36
"406",35,"Maria Maria - Radio Mix","Santana�featuring�The Product G&B",12,2,5,3,3,3,3,4,"25","",0,1,0.778,0.632,2,-5.314,1,0.113,0.0471,0.00336,0.0403,0.657,97.923,"6mowJOVCvHAfAR5gqMBd2Z","D","major","D major",37
"407",35,"Angel Of Mine","Monica",11,2,7,4,4,3,3,5,"24,19","",0,1,0.471,0.575,10,-6.348,0,0.0268,0.0101,7.2e-06,0.377,0.278,90.221,"2EzSEHk41Xw7BBB1KEs8AI","A#","minor","A# minor",37
"408",35,"You're Still The One","Shania Twain",11,3,7,3,3,2,1,2,"24,4,34,25,27","",1,0,0.585,0.494,3,-8.751,1,0.0353,0.363,0,0.0886,0.634,133.822,"1wb4P4F0sxAQ2KXrRvsx6n","D#","major","D# major",37
"409",35,"Un-Break My Heart","Toni Braxton",14,3,3,3,2,3,1,1,"25","",0,0,0.625,0.426,2,-8.4,0,0.0271,0.412,0,0.116,0.112,110.021,"5Ihd9HrPvOADyVoonH9ZjB","D","minor","D minor",37
"410",35,"Gangsta's Paradise","Coolio�featuring�L.V.",9,2,7,4,4,3,2,3,"7,10,17","",1,1,0.647,0.514,8,-10.05,1,0.0593,0.0655,0,0.398,0.387,79.974,"7lQWRAjyhTpCWFC0jmclT4","G#","major","G# major",37
"411",36,"Rock with You - Single Version","Michael Jackson",17,2,4,3,1,2,1,1,"10","",0,1,0.808,0.535,1,-12.521,1,0.0353,0.179,9.91e-05,0.158,0.848,114.031,"7oOOI85fVQvVnK5ynNMdW7","C#","major","C# major",62
"412",36,"Le Freak - 2018 Remaster","Chic",17,3,4,2,4,1,2,2,"3,25,8,9,6,14","",1,0,0.91,0.641,7,-11.316,1,0.0589,0.0258,6.42e-05,0.0642,0.903,118.533,"7Kszjzps0xbQXyo1pO4KfE","G","major","G major",62
"413",36,"Play That Funky Music","Wild Cherry",16,3,2,3,3,1,1,1,"23","",1,0,0.737,0.495,1,-13.489,1,0.027,0.0588,9.12e-06,0.0542,0.967,104.409,"1hQFF33xi8ruavZNyovtUN","C#","major","C# major",62
"414",36,"(They Long to Be) Close to You","The Carpenters",15,3,3,3,3,2,1,1,"23","",1,0,0.149,0.206,3,-13.888,1,0.0323,0.822,0.000649,0.115,0.264,79.764,"6l8EbYRtQMgKOyc1gcDHF9","D#","major","D# major",62
"415",37,"Heartbreak Hotel (feat. Faith Evans & Kelly Price)","Whitney Houston�featuring�Faith Evans�and�Kelly Price",13,2,5,5,4,3,4,5,"24,23,19,25,32,35,8,6,36","NO",1,1,0.724,0.535,3,-7.616,0,0.0588,0.0477,0,0.0314,0.664,133.816,"4J9u7UsXH7F6sFI32KnYuP","D#","minor","D# minor",39
"416",37,"You're Still The One","Shania Twain",25,3,7,4,3,3,3,5,"24,2,4,34,23,19,18,35,9,15,20,12,33","No",0,0,0.585,0.494,3,-8.751,1,0.0353,0.363,0,0.0886,0.634,133.822,"1wb4P4F0sxAQ2KXrRvsx6n","D#","major","D# major",39
"417",37,"Can't Nobody Hold Me Down (feat. Mase)","Puff Daddy�featuring�Mase",18,2,7,4,4,3,1,1,"4,23,19,10,25,27","No",1,1,0.928,0.771,3,-5.935,0,0.251,0.102,1.07e-05,0.338,0.679,93.987,"1EM23A621Z0QyTlWKu7T1l","D#","minor","D# minor",39
"418",37,"Macarena - Bayside Boys Remix","Los del R�o",23,2,5,3,3,2,2,5,"4,25,8,9,15,21,6,33,14","No",1,1,0.741,0.868,1,-8.589,1,0.0527,0.249,2.19e-06,0.0945,0.947,103.201,"7obdw7ZGr6l1GqSBkFiY11","C#","major","C# major",39
"419",37,"Waterfalls","TLC",14,3,6,5,4,4,5,5,"1,7,24,4,34,26,23,19,10,25,8,11","No",1,0,0.769,0.505,1,-7.345,1,0.0829,0.311,7.49e-05,0.0777,0.757,171.804,"6qspW4YKycviDFjHBOaqUY","C#","major","C# major",39
"420",38,"Since U Been Gone","Kelly Clarkson",28,2,6,2,4,3,4,2,"26,25,6,33,14","n/a",1,1,0.664,0.741,0,-5.391,1,0.0343,0.00169,0.0502,0.113,0.409,131.006,"3iJTbZDSnZ676y5qObWDm0","C","major","C major",35
"421",38,"This Love","Maroon 5",26,3,5,3,4,2,2,4,"7,3,23,19,25,32,11","n/a",1,0,0.712,0.862,5,-4.612,0,0.0378,0.0525,0,0.093,0.809,95.051,"6YgV0EF8xJMZz0Zm6BTaT4","F","minor","F minor",35
"422",39,"Miss You Much","Janet Jackson",17,2,7,5,5,5,5,5,"34,26,19,25,20","",1,1,0.702,0.975,6,-7.968,0,0.0396,0.0305,0.000134,0.165,0.646,115.185,"4r5VaK6H1bq0cTGPMTN97Z","F#","minor","F# minor",51
"423",39,"Like a Virgin","Madonna",10,3,7,5,5,5,5,5,"25,11,36","",0,0,0.771,0.655,3,-10.842,0,0.0372,0.152,0.00197,0.0685,0.97,119.747,"1ZPlNanZsJSPK5h9YZZFbZ","D#","minor","D# minor",51
"424",39,"Footloose - From ""Footloose"" Soundtrack","Kenny Loggins",13,3,7,5,5,5,5,5,"7,38,23","",0,0,0.583,0.905,2,-6.132,1,0.0733,0.0984,0.00019,0.0593,0.646,173.982,"2vz1CsL5WBsbpBcwgboTAw","D","major","D major",51
"425",39,"Every Breath You Take - Remastered 2003","The Police",16,3,7,5,5,5,5,5,"1,19,25","",0,0,0.813,0.46,1,-9.78,1,0.0346,0.56,0.0105,0.0724,0.729,117.387,"2sXp9Qmvc7mRaDBjBgcGGi","C#","major","C# major",51
"426",40,"The Power of Love - Radio Edit","Celine Dion",9,3,6,5,3,2,2,1,"23,25","",1,0,0.538,0.549,8,-7.737,1,0.0305,0.394,0.000363,0.189,0.226,140.067,"0KD5Tn7rMZhkkxRDa6cWH4","G#","major","G# major",45
"427",40,"(Everything I Do) I Do It For You","Bryan Adams",14,3,7,5,5,4,5,5,"7,24,4,25,32","",1,0,0.526,0.365,1,-12.605,1,0.028,0.0775,1.35e-05,0.0618,0.253,131.253,"6eBK3edMW7bEzecF1eCezc","C#","major","C# major",45
"428",40,"It Must Have Been Love - From the Film ""Pretty Woman""","Roxette",11,2,6,4,2,3,3,2,"24,2,25,32","",0,1,0.52,0.652,5,-6.655,1,0.0274,0.34,5.49e-05,0.256,0.722,80.609,"0U0mMRtYifdTaRltbemBee","F","major","F major",45
"429",40,"Straight Up","Paula Abdul",10,4,3,3,2,1,1,1,"4,25","",0,0,0.769,0.826,7,-8.252,1,0.0624,0.267,0.0177,0.0638,0.762,95.862,"5xl5582IihbEZAnfj0xyso","G","major","G major",45
"430",40,"Need You Tonight","INXS",12,3,7,5,4,2,2,4,"24,4,19,25","",0,0,0.801,0.723,10,-4.985,0,0.0689,0.0713,0.154,0.0675,0.883,109.03,"5eU8qMd0TpaLqTGDZJaLDs","A#","minor","A# minor",45
"431",40,"Walk Like an Egyptian","The Bangles",7,4,1,3,3,2,1,1,"4","",0,0,0.724,0.891,11,-7.818,1,0.0995,0.00344,4.72e-05,0.3,0.818,103.022,"1Jwc3ODLQxtbnS8M9TflSP","B","major","B major",45
"432",41,"Wake Me Up Before You Go-Go","Wham!",15,3,5,4,4,4,3,4,"24,4,25","",1,0,0.62,0.573,0,-11.893,1,0.0423,0.271,0,0.0607,0.897,81.548,"0ikz6tENMONtK6qGkOrU3c","C","major","C major",56
"433",41,"Against All Odds (Take a Look at Me Now) - 2016 Remaster","Phil Collins",15,3,4,4,4,3,4,3,"25","happiness",1,0,0.58,0.498,1,-6.901,1,0.0277,0.198,0,0.132,0.111,116.271,"63CHa6rmamv9OsehkRD8oz","C#","major","C# major",56
"434",41,"Flashdance...What A Feeling - From ""Flashdance""","Irene Cara",15,2,6,4,4,4,3,3,"24,25","",1,1,0.657,0.666,10,-8.706,1,0.0337,0.202,2.59e-06,0.151,0.654,129.043,"5nUpmh8WSlQooSmNEUWDJo","A#","major","A# major",56
"435",41,"Physical - Remastered 2021","Olivia Newton-John",14,3,6,4,4,4,3,4,"24,4,25","",1,0,0.84,0.728,4,-8.473,0,0.0436,0.127,0.00114,0.114,0.74,124.066,"4gitetlGHZ9LfuJhwUhEhF","E","minor","E minor",56
"436",41,"Endless Love - From ""The Endless Love"" Soundtrack","Diana Ross�&�Lionel Richie",14,3,5,4,4,3,3,4,"17,25,32","",1,0,0.456,0.332,10,-9.775,1,0.025,0.665,0.000248,0.138,0.237,93.633,"0FGxAEMIE5GhyFqFMHRWaO","A#","major","A# major",56
"437",41,"Magic","Olivia Newton-John",17,3,5,4,4,4,3,4,"24,25","",1,0,0.697,0.611,2,-5.997,1,0.0265,0.0178,8.92e-05,0.11,0.603,103.77,"56BSwBKWHYldQOgYLHiehs","D","major","D major",56
"438",41,"Silly Love Songs","Wings",14,3,5,4,3,3,3,3,"25","",1,0,0.758,0.459,0,-10.501,1,0.0344,0.144,0.133,0.303,0.801,124.94,"4e6dQEZSQjUdAABxLHeQTV","C","major","C major",56
"441",42,"Broken Wings","Mr. Mister",16,2,6,3,3,5,5,3,"2,25,36,33","",0,1,0.29,0.623,1,-9.959,0,0.038,0.108,2.39e-05,0.187,0.422,99.126,"5l3zkjO2Ag05TTqpbGQ9qP","C#","minor","C# minor",54
"447",42,"Shadow Dancing","Andy Gibb",11,2,5,3,3,3,3,3,"8","",0,1,0.74,0.598,7,-9.658,0,0.0321,0.15,0,0.0664,0.952,101.933,"3unwRUV5qbjMmH3NJtaODy","G","minor","G minor",54
"448",43,"That's What Friends Are For (with Elton John, Gladys Knight & Stevie Wonder)","Dionne and Friends (Dionne Warwick,�Gladys Knight,�Elton John�and�Stevie Wonder)",16,3,4,4,3,3,2,3,"4,25","",0,0,0.673,0.286,8,-14.643,1,0.0313,0.294,0,0.086,0.199,120.117,"1cOj24fUMnBSXhtp7waHVW","G#","major","G# major",53
"449",43,"Ebony And Ivory - Remixed 2015","Paul McCartney�and�Stevie Wonder",15,2,5,4,3,2,2,1,"34,23","",1,1,0.567,0.692,4,-7.881,1,0.0379,0.0784,0,0.0338,0.708,160.697,"3fVSMbeq8tY3G85yxcJwRU","E","major","E major",53
"450",44,"Love Story","Taylor Swift",32,2,7,5,3,3,3,4,"1,2,4,34,23,10,25","",1,1,0.618,0.741,2,-3.95,1,0.031,0.17,0,0.0822,0.296,118.984,"1vrd6UOGamcKNGnSHJQlSt","D","major","D major",33
"451",44,"Apologize","OneRepublic",18,3,5,4,4,2,3,4,"24,4,23,25","",1,0,0.654,0.582,8,-6.048,1,0.0283,0.0358,0,0.0925,0.118,118.014,"68U7CGrUcsJQ9PcBxk7oxB","G#","major","G# major",33
"452",44,"This Love","Maroon 5",15,3,2,3,2,2,1,1,"23,9","",1,0,0.712,0.862,5,-4.612,0,0.0378,0.0525,0,0.093,0.809,95.051,"6YgV0EF8xJMZz0Zm6BTaT4","F","minor","F minor",33
"453",44,"In Da Club","50 Cent",19,3,5,4,4,3,2,4,"4,23","",1,0,0.902,0.72,6,-2.776,0,0.347,0.26,0,0.0749,0.805,90.059,"4RY96Asd9IefaL3X4LOLZ8","F#","minor","F# minor",33
"454",44,"Foolish","Ashanti",7,3,2,4,2,3,1,1,"4,23","",1,0,0.665,0.695,0,-5.763,1,0.0532,0.347,0,0.106,0.707,90.119,"6zMUIb4uce1CzpbjR3vMdN","C","major","C major",33
"455",44,"...Baby One More Time","Britney Spears",8,2,4,3,3,4,1,1,"4,34,23,25","",1,1,0.759,0.699,0,-5.745,0,0.0307,0.202,0.000131,0.443,0.907,92.96,"3MjUtNVVq3C8Fn0MP3zhXa","C","minor","C minor",33
"456",45,"Happy - From ""Despicable Me 2""","Pharrell Williams",19,4,5,3,4,3,2,5,"14","Irritated ",0,0,0.647,0.822,5,-4.662,0,0.183,0.219,0,0.0908,0.962,160.019,"5b88tNINg4Q4nrRbrCXUmg","F","minor","F minor",28
"457",45,"Call Me Maybe","Carly Rae Jepsen",17,3,7,5,3,4,4,4,"24,34,19","",1,0,0.783,0.58,7,-6.548,1,0.0408,0.0114,2.28e-06,0.108,0.66,120.021,"20I6sIOMTCkB6w7ryavxtO","G","major","G major",28
"458",45,"Firework","Katy Perry",15,3,7,2,3,4,5,3,"6,33","",0,0,0.638,0.826,8,-4.968,1,0.0479,0.139,0,0.0803,0.649,124.072,"4lCv7b86sLynZbXhfScfm2","G#","major","G# major",28
"459",45,"TiK ToK","Kesha",15,4,5,5,2,3,2,3,"24,25","",0,0,0.755,0.837,2,-2.718,0,0.142,0.0991,0,0.289,0.714,120.028,"0HPD5WQqrq7wPWR7P7Dw1i","D","minor","D minor",28
"460",46,"Kiss from a Rose","Seal",40,4,7,3,1,1,1,1,"","tired ",1,0,0.584,0.533,10,-7.11,0,0.0305,0.684,0,0.306,0.224,131.745,"0z5E34e7ZT3XKMYQNXh6tH","A#","minor","A# minor",40
"461",47,"Somebody That I Used To Know","Gotye�featuring�Kimbra",18,2,7,5,4,3,2,5,"24,4,25,8","",1,1,0.865,0.521,0,-6.932,1,0.0371,0.548,0.000115,0.0989,0.748,129.059,"1qDrWA6lyx8cLECdZE7TV7","C","major","C major",30
"462",47,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)","Pitbull�featuring�Ne-Yo,�Afrojack�and�Nayer",18,2,7,4,5,3,2,5,"4,19,25,6","",1,1,0.671,0.939,8,-3.206,1,0.161,0.191,0,0.298,0.53,129.024,"4QNpBfC0zvjKqPJcyqBy9W","G#","major","G# major",30
